State,Facility ID,Gross Load (MWh),SO2 Mass (short tons),CO2 Mass (short tons),NOx Mass (short tons),Heat Input (mmBtu),Technology,Technology_alt,Operating Year,Age,Total Capital Cost (2024$/kW),Total Nameplate Capacity (MW),Fuel Category,Energy Source,Latitude,Longitude,wind_cf,pvout,Wind Size (MW),Solar Size (MW),NGCC-CCS Size (MW),Wind Capital Cost ($),Solar Capital Cost ($),NGCC-CCS Capital Cost ($),Existing Capital Cost ($),Remaining Capital Cost ($),Fixed O&M - Wind ($/year),Fixed O&M - Solar ($/year),Fixed O&M - NGCC-CCS ($/year),Variable O&M - Wind ($/year),Variable O&M - Solar ($/year),Variable O&M - NGCC-CCS ($/year),Fixed O&M - Existing ($/year),Variable O&M - Existing ($/year),Fuel costs ($/MWh),NGCC-CCS Fuel Cost ($/year),Existing Fuel Cost ($/year),Annualized Capital - Wind ($),Annualized Capital - Solar ($),Annualized Capital - NGCC-CCS ($),Annualized Capital - Existing ($),Old Emissions (tonnes CO2),New Emissions (tonnes CO2),Delta Emissions (tonnes CO2),Net Capital Cost - Wind ($/year),Net Fixed O&M - Wind ($/year),Net Variable O&M - Wind ($/year),Net Fuel Cost - Wind ($/year),Net Capital Cost - Solar ($/year),Net Fixed O&M - Solar ($/year),Net Variable O&M - Solar ($/year),Net Fuel Cost - Solar ($/year),Net Capital Cost - NGCC-CCS ($/year),Net Fixed O&M - NGCC-CCS ($/year),Net Variable O&M - NGCC-CCS ($/year),Net Fuel Cost - NGCC-CCS ($/year),Total Cost - Wind ($/year),Total Cost - Solar ($/year),Total Cost - NGCC-CCS ($/year),MACC - Wind ($/tonne CO2),MACC - Solar ($/tonne CO2),MACC - NGCC-CCS ($/tonne CO2)
FL,55821,3650650.6,7.4,1465827.671,144.011,24665399.548,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2716.9648562300317,688.3,Gas,NG,28.488246,-81.166944,0.13905668,1597.969,2996.9139831696143,2284.556592390762,757.710792860108,6287525536.689851,3308037945.7818236,2379211889.580739,1870086910.5431306,3159472486.8689704,88828530.46114737,39202991.12542548,23534497.226234954,0.0,0.0,23984774.442,0.0,0.0,0.0,91025322.06040001,0.0,456781886.2063925,240325355.9288213,172847153.98221907,229532237.05378318,1329776.4359678337,137604.27972045037,1192172.1562473834,227249649.15260935,88828530.46114737,0.0,0.0,10793118.875038117,39202991.12542548,0.0,0.0,-56685083.07156411,23534497.226234954,23984774.442,91025322.06040001,316078179.6137567,49996110.0004636,81859510.65707086,237.6927211706152,37.59738001679627,68.66416920417028
CO,55835,2512757.74,5.973,1183141.278,84.594,19908596.748,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,2706.2075855689177,685.0999999999999,Gas,NG,40.0908,-104.5953,0.19333689,1721.058,1483.6511533025339,1460.0076024389693,521.5354379410544,3112700119.628716,2114091008.3316276,1637621275.1349108,1854022816.8732653,3320272490.935382,43975420.1838871,25053730.457852714,16198890.702449149,0.0,0.0,16508818.351800002,0.0,0.0,0.0,62653101.48916001,0.0,226134275.48596594,153586410.54618907,118971403.07149439,241214182.31680313,1073327.6653400464,94713.58856547016,978614.0767745762,-15079906.83083719,43975420.1838871,0.0,0.0,-87627771.77061406,25053730.457852714,0.0,0.0,-122242779.24530874,16198890.702449149,16508818.351800002,62653101.48916001,28895513.35304991,-62574041.312761344,-26881968.70189958,26.92142789769178,-58.299104116483335,-27.46942777534953
WI,55836,7808.72,0.032,6269.803,5.365,105512.312,Natural Gas Fired Combustion Turbine,Combustion turbine,2004.0,20.0,688.7892691951896,60.5,Gas,NG,44.2761,-88.2658,0.32687488,1425.571,2.7270567694227394,5.477608448779862,1.620738895807389,5721365.102248907,7931577.033833241,5089120.132835201,41671750.786308974,74627758.90656932,80829.96264569,93995.76098106244,50340.150103777494,0.0,0.0,51303.290400000005,0.0,0.0,0.0,194702.62448,0.0,415650.94691552577,576220.4379074423,369719.0380925618,5421625.451503936,5687.8693536141,294.3347388924799,5393.5346147216205,-5005974.50458841,80829.96264569,0.0,0.0,-4845405.013596494,93995.76098106244,0.0,0.0,-5051906.413411374,50340.150103777494,51303.290400000005,194702.62448,-4925144.54194272,-4751409.252615431,-4755560.3484275965,-865.9032470239949,-835.358366590534,-881.7149954776081
NV,55841,2521018.12,5.633,1115869.129,91.212,18776687.914,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,2706.2075855689177,664.7,Gas,NG,36.4078,-114.9606,0.2582965,1908.066,1114.1748671191376,1321.2425917650046,523.2499211290992,2337538871.215951,1913159272.8757267,1643004752.3453715,1798816182.1276596,3221405816.267331,33024143.06141124,22672522.87468748,16252142.550269822,0.0,0.0,16563089.048400002,0.0,0.0,0.0,62859065.804079995,0.0,169819654.55951247,138988938.68151173,119362506.83086583,234031626.01952863,1012299.4010311263,95024.94776268206,917274.4532684442,-64211971.46001616,33024143.06141124,0.0,0.0,-95042687.3380169,22672522.87468748,0.0,0.0,-114669119.1886628,16252142.550269822,16563089.048400002,62859065.804079995,-31187828.398604922,-72370164.46332942,-18994821.785912976,-30.80889741398351,-71.4908695882002,-20.707893606139777
CA,55847,47875.03,0.162,32167.185,13.333,541290.157,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,690.7838752114263,47.0,Gas,NG,39.109344,-121.60931,0.20481156,1733.111,26.683972294658112,27.623753499964256,9.93670195101702,55982973.87419272,39999195.067948245,31201244.12619344,32466842.134937037,54852046.65223819,790912.9388136665,474023.61005938664,308633.9625985886,0.0,0.0,314538.9471,0.0,0.0,0.0,1193715.9980199998,0.0,4067102.1139358524,2905897.982164505,2266736.4229031825,3984941.4822863927,29181.5780740695,1804.5575272925194,27377.02054677698,82160.63164945971,790912.9388136665,0.0,0.0,-1079043.5001218878,474023.61005938664,0.0,0.0,-1718205.0593832103,308633.9625985886,314538.9471,1193715.9980199998,873073.5704631262,-605019.8900625012,98683.8483353781,29.918655127117056,-20.732939408788063,3.6046233799169163
CA,55855,8269.03,0.027,5302.675,0.948,89227.127,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,690.7838752114263,47.0,Gas,NG,38.228522,-122.07525,0.26938462,1781.324,3.504109382182233,4.642069672819235,1.7162785388127855,7351621.483818325,6721716.886242253,5389114.611872146,32466842.134937037,54852046.65223819,103861.8020878814,79657.91558557807,53307.61141552511,0.0,0.0,54327.52710000001,0.0,0.0,0.0,206179.99402,0.0,534087.2984862471,488325.4151297691,391513.31044761965,3984941.4822863927,4810.5056290725,311.68524238852,4498.820386683979,-3450854.1838001455,103861.8020878814,0.0,0.0,-3496616.0671566236,79657.91558557807,0.0,0.0,-3593428.171838773,53307.61141552511,54327.52710000001,206179.99402,-3346992.381712264,-3416958.1515710456,-3279613.039303248,-695.767272671831,-710.3116418616186,-728.9939934055928
IL,55856,13399780.68,9280.418,12434139.875,3923.825,121190405.396,Conventional Steam Coal,Coal,2012.0,12.0,7665.326415382268,1766.0,Coal,BIT,38.279167,-89.666944,0.38522017,1477.436,3970.8597674067632,9069.618150056067,2781.191506849315,8330863792.019389,13132807081.281187,8732941331.50685,13536966449.565086,38639093348.66091,117696283.50593646,155634647.45496213,86383808.20273972,0.0,0.0,88036559.0676,0.0,0.0,0.0,334110131.47511995,0.0,605228186.2620556,954084139.2638621,634438681.8404161,2807088072.7425385,11280061.452259911,505079.05875281687,10774982.393507095,-2201859886.480483,117696283.50593646,0.0,0.0,-1853003933.4786763,155634647.45496213,0.0,0.0,-2172649390.9021225,86383808.20273972,88036559.0676,334110131.47511995,-2084163602.9745467,-1697369286.023714,-1664118892.156663,-184.76527027758289,-150.4751807609748,-154.4428409608767
SC,55927,5451635.65,11.422,2262070.579,159.366,38061148.695,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,3608.276780758557,1068.2,Gas,NG,32.3594,-81.1242,0.16064769,1569.114,3873.8983384926273,3474.340043170386,1131.5142486508926,8127438714.157532,5030844382.510719,3552954740.763803,3854361257.2062907,6902573979.111907,114822346.75292148,59619675.14080382,35144832.563096724,0.0,0.0,35817246.22050001,0.0,0.0,0.0,135931083.29710004,0.0,590449575.7856137,365485368.26522243,258118294.48989314,501464486.0620039,2052115.819588941,205488.96049284458,1846626.8590960964,88985089.72360975,114822346.75292148,0.0,0.0,-135979117.79678148,59619675.14080382,0.0,0.0,-243346191.57211077,35144832.563096724,35817246.22050001,135931083.29710004,203807436.4765312,-76359442.65597767,-36453029.49141398,99.3157571960806,-37.210103799732515,-19.740333198260387
CA,55933,875928.95,2.122,420262.222,41.914,7071719.372,Natural Gas Fired Combined Cycle,Combined cycle,2012.0,12.0,3153.751381339376,336.1,Gas,NG,37.7107,-121.4906,0.28459302,1806.526,351.35045471901157,484.8692736924323,181.80343503528434,737133254.0004863,702090708.3066419,570862786.0107929,1059975839.2681645,3025530539.164751,10414027.477871502,8320356.7365621375,5646814.692195931,0.0,0.0,5754853.2014999995,0.0,0.0,0.0,21840412.439299997,0.0,53551928.526251815,51006125.725753784,41472560.013859846,219801500.3502148,381255.45778640336,33016.463490381786,348238.9942960216,-166249571.823963,10414027.477871502,0.0,0.0,-168795374.62446102,8320356.7365621375,0.0,0.0,-178328940.33635497,5646814.692195931,5754853.2014999995,21840412.439299997,-155835544.34609148,-160475017.8878989,-145086860.00335905,-408.7431174123614,-420.91205413721394,-416.6301372902184
IL,55936,46742.97,0.136,27357.49,11.938,460334.931,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,589.7636714975846,168.0,Gas,NG,42.2383,-89.1011,0.32752505,1419.727,16.29174800051702,32.923913067852155,9.701737235367373,34180087.30508471,47673826.122249916,30463454.91905355,99080296.8115942,157918940.29710376,482887.41073532455,564974.348244343,301335.9585305106,0.0,0.0,307101.3129,0.0,0.0,0.0,1165489.2139800002,0.0,2483146.1373491855,3463451.574347235,2213136.8400953645,11472639.11624634,24818.296358403,1761.8866946194796,23056.40966378352,-8989492.978897154,482887.41073532455,0.0,0.0,-8009187.5418991055,564974.348244343,0.0,0.0,-9259502.276150975,301335.9585305106,307101.3129,1165489.2139800002,-8506605.56816183,-7444213.193654763,-7485575.790740466,-342.75541903913387,-299.9485978470192,-324.66354909102074
NJ,55938,232193.31,0.734,145416.239,41.302,2446926.425,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,1381.5677504228527,383.0,Gas,NG,40.0633,-74.1672,0.26811922,1458.078,98.85932697633928,159.24615112048775,48.192882938978826,207406867.9963598,230588426.82246625,151325652.4283935,529140448.4119526,893971653.9492438,2930190.4515786963,2732663.95322757,1496870.9440846825,0.0,0.0,1525510.0467,0.0,0.0,0.0,5789507.99154,0.0,15067883.195495447,16751998.210854579,10993643.929444008,64946067.56236973,131919.3871523433,8752.081938068039,123167.30521427526,-49878184.36687428,2930190.4515786963,0.0,0.0,-48194069.351515144,2732663.95322757,0.0,0.0,-53952423.63292572,1496870.9440846825,1525510.0467,5789507.99154,-46947993.91529558,-45461405.39828757,-45140534.65060104,-355.88396011178435,-344.6150439266958,-366.49770466334104
VA,55939,8622893.68,17.426,3451963.677,166.759,58086030.344,Natural Gas Fired Combined Cycle,Combined cycle,2014.0,10.0,4771.751848093926,1472.2,Gas,NG,38.971667,-78.177222,0.23275115,1451.504,4229.189061135079,5940.661211928192,1789.7247156496471,8872838650.261395,8602077434.87202,5619735607.139893,7024973070.763879,22530040326.586853,125353163.77204373,101941746.39668778,55588849.66807804,0.0,0.0,56652411.4776,0.0,0.0,0.0,215003231.01712,0.0,644602069.76831,624931562.1965498,408267674.72057277,1636782905.5534027,3131568.6327301417,325023.4558033091,2806545.1769268326,-992180835.7850927,125353163.77204373,0.0,0.0,-1011851343.3568529,101941746.39668778,0.0,0.0,-1228515230.83283,55588849.66807804,56652411.4776,215003231.01712,-866827672.013049,-909909596.9601651,-901270738.6700319,-276.80302547204195,-290.5603241296022,-321.1317409317186
CA,55951,10908.5,0.034,6739.2,0.867,113397.475,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,690.7838752114263,60.5,Gas,NG,34.0414,-117.3603,0.08432081,1841.956,14.768151536678051,5.922236837431336,2.2641137401411373,30983581.923950553,8575398.940600574,7109317.144043172,41792424.45029129,70607421.75447682,437728.01154713746,101625.58413032172,70323.37276878372,0.0,0.0,71668.845,0.0,0.0,0.0,271992.539,0.0,2250923.50083771,622993.3986275357,516484.15195226757,5129552.33358142,6113.699130239999,411.17500681399986,5702.524123425999,-2878628.8327437094,437728.01154713746,0.0,0.0,-4506558.934953884,101625.58413032172,0.0,0.0,-4613068.181629152,70323.37276878372,71668.845,271992.539,-2440900.821196572,-4404933.350823563,-4199083.4248603685,-399.2510539361056,-720.5021472246775,-736.3552234019513
CA,55963,28708.54,0.089,17628.532,2.953,296606.579,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,690.7838752114263,47.0,Gas,NG,38.014423,-121.790679,0.26065138,1793.378,12.573232884487036,16.008080377620768,5.958601079286011,26378642.5916538,23179700.386794873,18710007.388958078,32466842.134937037,54852046.65223819,372670.6226961957,274698.6592799724,185074.1495226235,0.0,0.0,188615.10780000003,0.0,0.0,0.0,715818.73636,0.0,1916379.6708686466,1683980.0017660738,1359261.6707785446,3984941.4822863927,15992.334513860398,1082.11340973736,14910.221104123038,-2068561.8114177461,372670.6226961957,0.0,0.0,-2300961.480520319,274698.6592799724,0.0,0.0,-2625679.811507848,185074.1495226235,188615.10780000003,715818.73636,-1695891.1887215504,-2026262.8212403469,-1536171.8178252247,-106.0440042228818,-126.70212841559842,-103.02810448601838
GA,55965,9245340.35,18.837,3731494.509,268.599,62789612.06,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,4765.582608695652,1239.0,Gas,NG,33.406385,-85.036988,0.15832536,1540.99,6666.045999606397,5999.610905061,1918.9166355334162,13985364507.174221,8687436590.528328,6025398235.574926,5904556852.173913,9410966569.795282,197581603.4283336,102953323.13084677,59601550.6996679,0.0,0.0,60741886.0995,0.0,0.0,0.0,230523316.28689995,0.0,1016021508.2377477,631132811.94069,437738623.10856944,683696477.3648506,3385154.726698812,348485.39042113925,3036669.336277673,332325030.872897,197581603.4283336,0.0,0.0,-52563665.4241606,102953323.13084677,0.0,0.0,-245957854.2562812,59601550.6996679,60741886.0995,230523316.28689995,529906634.30123067,50389657.70668617,104908898.82978666,156.53837921257835,14.885481395949643,34.547356729456496
NY,55969,16585.5,0.085,14140.644,2.555,174273.84,Petroleum Liquids,Combustion turbine - aeroderivative,2003.0,21.0,0.0,54.0,Oil,KER,41.10603,-72.376155,0.47514275,1487.663,3.984743361000548,11.148694565122403,3.442403486924035,8359991.57137915,16143309.73029724,10809146.94894147,0.0,0.0,118107.79322005625,191311.59873750043,106921.05230386052,0.0,0.0,108966.735,0.0,0.0,0.0,413542.857,0.0,607344.2877266646,1172793.879752782,785272.7599765626,0.0,12828.175884946799,625.1586446819998,12203.017240264799,607344.2877266646,118107.79322005625,0.0,0.0,1172793.879752782,191311.59873750043,0.0,0.0,785272.7599765626,106921.05230386052,108966.735,413542.857,725452.0809467208,1364105.4784902823,1414703.4042804232,56.551460430005584,106.33666787270897,115.93062407651936
CA,55970,1401020.6,6.216,1247732.291,57.502,20719869.468,Natural Gas Fired Combined Cycle,Combined cycle,2006.0,18.0,2776.7674418604647,556.8,Gas,NG,38.338475,-121.123978,0.11922442,1763.062,1341.4522282440173,794.6519128015198,290.78883354088833,2814366774.8559484,1150655969.7366006,913076937.3183893,1546104111.6279066,3111065238.508113,39760644.04515267,13636226.823674079,9031901.169779992,0.0,0.0,9204705.342,0.0,0.0,0.0,34933047.64040001,0.0,204460682.72703943,83593903.70088874,66334045.60284705,226015503.1521385,1131923.6440911477,52808.78716153039,1079114.8569296172,-21554820.425099075,39760644.04515267,0.0,0.0,-142421599.45124978,13636226.823674079,0.0,0.0,-159681457.54929146,9031901.169779992,9204705.342,34933047.64040001,18205823.620053597,-128785372.6275757,-106511803.39711146,16.08396795586998,-113.77567144202644,-98.70293482953913
NE,55972,214113.45,0.748,148153.914,67.84,2492971.068,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,1381.5677504228527,345.0,Gas,NG,40.947913,-95.964026,0.46324494,1531.858,52.762961417903,139.7736901824937,44.44031755915318,110696693.0547605,202392303.38425088,139542597.13574097,476640873.89588416,805274727.4477521,1563894.1764266451,2398516.523531592,1380316.2633872975,0.0,0.0,1406725.3665000002,0.0,0.0,0.0,5338704.7623000005,0.0,8041994.255976219,14703580.534829224,10137617.788405761,58502332.39952363,134402.96402591577,8070.596256379798,126332.36776953598,-50460338.143547416,1563894.1764266451,0.0,0.0,-43798751.86469441,2398516.523531592,0.0,0.0,-48364714.61111787,1380316.2633872975,1406725.3665000002,5338704.7623000005,-48896443.967120774,-41400235.341162816,-40238968.21893057,-363.80480387093615,-308.03067210020725,-318.51669472654237
PA,55976,3231073.51,10.856,2150608.039,108.607,36188074.532,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,3622.6198083067093,898.0,Gas,NG,39.8725,-77.1672,0.28014877,1421.188,1316.6004656542718,2273.501842572974,670.6254690743046,2762227776.9426622,3292030668.045666,2105763972.8933167,3253112587.8594246,5496065268.4552965,39024037.80199262,39013291.61855224,20829627.0694479,0.0,0.0,21228152.960699998,0.0,0.0,0.0,80563586.89833999,0.0,200672841.28245732,239162444.6253706,152981460.48565674,399283159.2315314,1950998.7086778032,121789.1252226048,1829209.5834551984,-198610317.94907406,39024037.80199262,0.0,0.0,-160120714.6061608,39013291.61855224,0.0,0.0,-246301698.74587464,20829627.0694479,21228152.960699998,80563586.89833999,-159586280.14708143,-121107422.98760855,-123680331.81738675,-81.79722489679835,-62.074578752378244,-67.61408475882062
NM,55977,432702.32,1.085,214977.136,81.787,3617472.865,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,1846.041968162084,67.0,Gas,NG,36.716628,-108.215282,0.17308882,1868.619,285.37511679158496,231.56262229134347,89.80953092569531,598716995.0287452,335302677.0778653,282001927.1066833,123684811.86685963,234790700.05484802,8458518.461702578,3973614.598519454,2789484.0305520967,0.0,0.0,2842854.2424000003,0.0,0.0,0.0,10788999.64688,0.0,43496137.97943034,24359374.509405717,20487133.04239618,17057288.786970876,195023.9686290192,16309.884894754876,178714.0837342643,26438849.192459464,8458518.461702578,0.0,0.0,7302085.722434841,3973614.598519454,0.0,0.0,3429844.255425304,2789484.0305520967,2842854.2424000003,10788999.64688,34897367.65416204,11275700.320954295,19851182.1752574,178.93886530708915,57.81699757327414,111.07788351350506
CA,55985,1297056.5,2.713,537384.775,28.971,9042547.364,Natural Gas Fired Combined Cycle,Combined cycle,2006.0,18.0,2771.631115448906,559.0,Gas,NG,33.1197,-117.117778,0.034317575,1822.597,4314.576855030769,711.6529146795716,269.21056454960564,9051982241.854555,1030473420.4560198,845321172.6857618,1549341793.5359383,3117580090.6203804,127884057.983112,12211964.01590145,8361680.134910751,0.0,0.0,8521661.205,0.0,0.0,0.0,32340806.770999998,0.0,657616656.6979706,74862772.31555559,61411663.05511082,226488800.06661338,487507.2458929425,48890.05960724598,438617.1862856965,431127856.63135725,127884057.983112,0.0,0.0,-151626027.7510578,12211964.01590145,0.0,0.0,-165077137.01150256,8361680.134910751,8521661.205,32340806.770999998,559011914.6144693,-139414063.73515636,-115852988.90059179,1146.674063460442,-285.9733161089711,-264.1323516792844
IA,56013,234466.4,1.354,144942.129,113.434,2429827.246,Natural Gas Fired Combustion Turbine,Combustion turbine,2004.0,20.0,2021.5724044663716,181.5,Gas,NG,41.514365,-94.919729,0.4758745,1506.656,56.24501968218256,155.6203931674926,48.66467413864674,118002051.29321902,225338329.3065293,152807076.79535076,366915391.41064644,657089583.5338761,1667102.383379891,2670445.9467541734,1511524.7787463677,0.0,0.0,1540444.2480000001,0.0,0.0,0.0,5846185.2176,0.0,8572720.580045078,16370584.34110516,11101267.797158284,47736842.99518454,131489.28181422627,8837.7617103776,122651.52010384867,-39164122.41513947,1667102.383379891,0.0,0.0,-31366258.65407938,2670445.9467541734,0.0,0.0,-36635575.198026255,1511524.7787463677,1540444.2480000001,5846185.2176,-37497020.031759575,-28695812.70732521,-27737420.953679886,-285.1716848277944,-218.23689590051828,-226.14820370913213
AL,56018,47662.0,0.166,31277.3,22.655,529921.6,Natural Gas Fired Combustion Turbine,Combustion turbine,2004.0,20.0,1377.5785383903792,98.6,Gas,NG,33.1661,-86.2825,0.25184664,1550.852,21.603892392396656,30.73278329547297,9.892486508924865,45324966.23924818,44501070.21184486,31062407.638024077,135829243.8852914,243249488.53513172,640339.3705106368,527374.5613503162,307260.6309672063,0.0,0.0,313139.34,0.0,0.0,0.0,1188404.308,0.0,3292809.4606045187,3232954.311032694,2256650.1031625774,17671810.562588036,28374.28801731,1796.5277696079993,26577.760247701997,-14379001.101983517,640339.3705106368,0.0,0.0,-14438856.251555342,527374.5613503162,0.0,0.0,-15415160.459425459,307260.6309672063,313139.34,1188404.308,-13738661.73147288,-13911481.690205026,-13606356.180458253,-484.19406059075317,-490.2847846514491,-511.9451772327092
CA,56026,901276.91,2.111,418069.217,23.024,7034868.631,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,2769.062952243126,154.0,Gas,NG,37.3767,-121.9508,0.08040393,1801.413,1279.607726755588,500.31665591280176,187.06453092569532,2684617010.7332234,724458517.7617369,587382627.1066833,426435694.64544135,809502264.3682072,37927573.02103563,8585433.815463677,5810224.3305520965,0.0,0.0,5921389.2987,0.0,0.0,0.0,22472438.47394,0.0,195034503.59743306,52631122.735083215,42672708.48746484,58809458.35507868,379265.99720337987,33971.90627589043,345294.09092748945,136225045.2423544,37927573.02103563,0.0,0.0,-6178335.619995467,8585433.815463677,0.0,0.0,-16136749.867613845,5810224.3305520965,5921389.2987,22472438.47394,174152618.26339,2407098.1954682097,18067302.235578254,459.18331605667606,6.346728188705546,52.32438871759414
WI,56031,4432729.07,9.022,1787017.005,128.079,30070090.06,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,2771.631115448906,618.8,Gas,NG,44.3204,-88.208889,0.38719162,1435.067,1306.896314813846,3088.865550333194,920.035091324201,2741868468.479449,4472677316.882464,2888910186.757991,1715085334.2397828,3255744017.4096117,38736406.771082394,53004932.84371761,28576289.93652968,0.0,0.0,29123029.989900004,0.0,0.0,0.0,110525666.63138,0.0,199193759.68391478,324935138.51773596,209876180.46047702,236526258.9550416,1621154.4855758233,167083.22918475186,1454071.2563910715,-37332499.27112681,38736406.771082394,0.0,0.0,88408879.56269437,53004932.84371761,0.0,0.0,-26650078.494564563,28576289.93652968,29123029.989900004,110525666.63138,1403907.499955587,141413812.40641198,141574908.06324512,0.8659924223427284,87.23031251163131,97.36449121112992
NY,56032,57166.65,0.17,33757.621,4.185,568045.282,Natural Gas Fired Combustion Turbine,Combustion turbine,2004.0,20.0,1377.5785383903792,120.0,Gas,NG,40.6439,-73.5683,0.34037036,1485.837,19.172860507589775,38.474374113588944,11.865224159402242,40224661.34492335,55710893.71647679,37256803.86052304,165309424.6068455,296044002.27399397,568283.585444961,660220.2597891863,368533.8623910336,0.0,0.0,375584.89050000004,0.0,0.0,0.0,1425393.2511,0.0,2922277.8617644594,4047335.7866397495,2706666.2460651873,21507274.518362723,30624.3972795987,2154.7873404485995,28469.6099391501,-18584996.656598262,568283.585444961,0.0,0.0,-17459938.731722973,660220.2597891863,0.0,0.0,-18800608.272297535,368533.8623910336,375584.89050000004,1425393.2511,-18016713.0711533,-16799718.471933786,-16631096.268306501,-588.3124133566423,-548.5730321009579,-584.1701485848663
CA,56041,331859.8,0.823,162317.276,9.725,2731395.152,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,2769.062952243126,130.0,Gas,NG,33.9986,-118.2219,0.032077834,1812.37,1180.9880339726851,183.1081958397474,68.87916147779161,2477712895.2746935,265140667.57595426,216280567.04026565,359978183.79160637,683346067.3238114,35004485.32695039,3142136.640610066,2139386.755500207,0.0,0.0,2180318.886,0.0,0.0,0.0,8274592.2532,0.0,180003144.8265598,19262180.89113753,15712547.771925481,49644347.96207941,147251.7493328772,12508.819317623198,134742.930015254,130358796.8644804,35004485.32695039,0.0,0.0,-30382167.070941884,3142136.640610066,0.0,0.0,-33931800.190153934,2139386.755500207,2180318.886,8274592.2532,165363282.1914308,-27240030.43033182,-21337502.295453727,1122.9970641476775,-184.98952001414276,-158.3571196873791
CA,56046,1529074.28,3.4,672946.382,28.41,11323616.159,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,1846.041968162084,387.6,Gas,NG,34.1786,-118.3153,0.038722362,1824.789,4507.77928306231,837.9458282117521,317.36701535907014,9457320935.864727,1213345559.250617,996532428.2274803,715525866.8596238,1358281721.5113297,133610577.94996686,14379150.412113667,9857419.497052718,0.0,0.0,10046018.0196,0.0,0.0,0.0,38125938.09752,0.0,687064071.602607,88148234.1408399,72396996.17526004,98677688.56462553,610486.6616707554,57635.5252782795,552851.1363924758,588386383.0379815,133610577.94996686,0.0,0.0,-10529454.423785627,14379150.412113667,0.0,0.0,-26280692.389365494,9857419.497052718,10046018.0196,38125938.09752,721996960.9879484,3849695.9883280396,31748683.224807225,1182.658043686026,6.305946108293909,57.427182716810854
CT,56047,5670797.32,11.092,2133973.984,101.47,36950602.106,Natural Gas Fired Combined Cycle,Combined cycle,2018.0,6.0,3627.881447587354,841.5,Gas,NG,41.481243,-73.123108,0.31193075,1452.234,2075.3044660065448,3904.8784739097,1177.0023495226235,4353988769.681731,5654264030.221246,3695787377.5010376,3052862238.1447587,12360839671.041569,61512024.37243399,67007714.61229045,36557692.976172686,0.0,0.0,37257138.392400004,0.0,0.0,0.0,141395660.37688,0.0,316312544.75726765,410776127.0729009,268494930.0741066,898001547.2041632,1935908.5484828448,213749.83972973484,1722158.70875311,-581689002.4468956,61512024.37243399,0.0,0.0,-487225420.1312623,67007714.61229045,0.0,0.0,-629506617.1300566,36557692.976172686,37257138.392400004,141395660.37688,-520176978.0744616,-420217705.51897186,-414296125.3846039,-268.6991482537333,-217.06485352745247,-240.56791239906434
WI,56068,7079831.77,306.75,6443210.046,1954.34,61471435.732,Conventional Steam Coal,Coal,2010.0,14.0,6882.091992609337,1402.6,Coal,SUB,42.8492,-87.8336,0.4517863,1395.62,1788.898825980107,5072.893620591557,1469.4544977168948,3753109736.9062643,7345549962.616574,4614087122.83105,9652822228.833855,24521563210.9894,53022961.202050366,87050854.52935112,45641256.699086756,0.0,0.0,46514494.7289,0.0,0.0,0.0,176528525.35318,0.0,272659337.0889376,533646209.0798511,335208406.99391955,1781464875.3127666,5845181.572617496,266860.69361247856,5578320.879005018,-1508805538.223829,53022961.202050366,0.0,0.0,-1247818666.2329154,87050854.52935112,0.0,0.0,-1446256468.318847,45641256.699086756,46514494.7289,176528525.35318,-1455782577.0217786,-1160767811.7035642,-1177572191.5376804,-249.05686143978468,-198.58541557397123,-211.0979660509811
