facility_id,macc,emissions,transition,from_fuel,to_tech,nameplate_capacity,annual_generation,cumulative_end,cumulative_start
546,112.37786452978754,17017.169881233902,Oil to NGCC,Oil,NGCC,495.29999999999995,40657.71,579979033.805613,579962016.6357318
54592,112.85980301901026,10227.0605329035,Gas to Wind,Gas,Wind,104.1,14391.11,579989260.866146,579979033.805613
56227,112.98618262835113,81642.4660156318,Gas to NGCC,Gas,NGCC,483.0,3137089.68,580070903.3321615,579989260.866146
3149,114.10950531699741,263934.4492280679,Gas to NGCC,Gas,NGCC,1757.9,640313.57,580334837.7813896,580070903.3321615
6035,114.44625701202322,617252.6692379762,Gas to Wind,Gas,Wind,1071.3,1100721.93,580952090.4506276,580334837.7813896
643,114.4597740526269,160944.3597428978,Gas to NGCC,Gas,NGCC,661.5,4271967.21,581113034.8103704,580952090.4506276
55641,114.63458485682015,2858308.093957341,Gas to Wind,Gas,Wind,674.9000000000001,7978245.85,583971342.9043278,581113034.8103704
55048,115.06277225271188,629927.0963671517,Gas to Wind,Gas,Wind,290.1,1694673.89,584601270.0006949,583971342.9043278
2454,115.55786404985999,865425.1666321224,Gas to Wind,Gas,Wind,519.1999999999999,1473710.54,585466695.167327,584601270.0006949
1891,115.66610121774328,76308.00251937659,Gas to Wind,Gas,Wind,116.0,109306.86,585543003.1698464,585466695.167327
55381,115.84716514799187,17996.0378966739,Oil to Wind,Oil,Wind,402.5,24241.56,585560999.207743,585543003.1698464
50865,116.359306065172,83904.80611093619,Gas to NGCC,Gas,NGCC,38.9,207569.13,585644904.013854,585560999.207743
1599,116.37748460398738,57327.788064398395,Oil to Wind,Oil,Wind,1495.0,88867.9,585702231.8019184,585644904.013854
3452,116.57475570528047,563633.572882743,Gas to Wind,Gas,Wind,927.5,936651.69,586265865.3748012,585702231.8019184
3485,118.75891255171226,383268.4126387875,Gas to Wind,Gas,Wind,336.4,690767.61,586649133.78744,586265865.3748012
2517,119.16565969137514,233258.1940460979,Gas to Wind,Gas,Wind,498.0,392069.31,586882391.9814861,586649133.78744
3648,119.93807709077367,110762.27224239967,Gas to NGCC,Gas,NGCC,432.79999999999995,282438.4,586993154.2537285,586882391.9814861
50137,119.96682380216572,24893.076500408697,Gas to Wind,Gas,Wind,101.9,35235.8,587018047.3302289,586993154.2537285
7288,120.31980069512763,12898.3410258001,Gas to NGCC,Gas,NGCC,112.8,32994.82,587030945.6712548,587018047.3302289
55349,121.38788869224459,483264.5661925217,Gas to NGCC,Gas,NGCC,344.0,2246086.31,587514210.2374473,587030945.6712548
3490,123.08578473036167,630749.6271268713,Gas to Wind,Gas,Wind,634.7,1200760.55,588144959.8645741,587514210.2374473
7138,123.19117056543084,1532.5030318899996,Gas to NGCC,Gas,NGCC,76.8,4013.8,588146492.3676059,588144959.8645741
52176,123.3819644226818,72215.77670585368,Gas to Wind,Gas,Wind,230.0,104076.42,588218708.1443118,588146492.3676059
7212,123.68336520697784,45174.92887093299,Gas to NGCC,Gas,NGCC,368.4,118791.01,588263883.0731827,588218708.1443118
4076,123.70187966555929,72002.1199614598,Gas to NGCC,Gas,NGCC,187.1,189363.55,588335885.1931442,588263883.0731827
2446,123.74996999464715,277332.0036644646,Gas to Wind,Gas,Wind,212.0,502608.49,588613217.1968087,588335885.1931442
57865,123.98259038892415,490978.37586627266,Gas to Wind,Gas,Wind,167.40000000000003,942939.36,589104195.572675,588613217.1968087
675,124.43636618645482,64670.006986079796,Gas to NGCC,Gas,NGCC,133.6,171090.16,589168865.579661,589104195.572675
3482,125.07379329139293,1074515.8931385523,Gas to Wind,Gas,Wind,860.4000000000001,1924611.04,590243381.4727995,589168865.579661
2965,125.10793881951886,152638.7581382139,Gas to Wind,Gas,Wind,348.2,242123.21,590396020.2309377,590243381.4727995
6584,125.36166276865812,269.69228334509995,Oil to NGCC,Oil,NGCC,126.49999999999999,718.8,590396289.9232211,590396020.2309377
2516,125.40632827149028,1411166.3538204595,Gas to Wind,Gas,Wind,1564.0,2555833.29,591807456.2770416,590396289.9232211
564,125.71094092170867,2058361.669669198,Coal to NGCC,Coal,NGCC,1262.0,5501353.69,593865817.9467107,591807456.2770416
54537,125.7511037854713,375847.0178061635,Gas to NGCC,Gas,NGCC,285.5,1004841.86,594241664.9645169,593865817.9467107
54854,127.33915225630419,11989.732186166797,Gas to NGCC,Gas,NGCC,222.0,32459.83,594253654.6967031,594241664.9645169
8054,127.69787002409014,143005.0472014536,Gas to Wind,Gas,Wind,781.4,226917.86,594396659.7439045,594253654.6967031
165,128.35022997065968,1953700.7637498614,Coal to Wind,Coal,Wind,1194.3,3790234.8,596350360.5076543,594396659.7439045
3628,128.7922071151268,322527.94723283395,Gas to Wind,Gas,Wind,603.6,509348.9,596672888.4548872,596350360.5076543
2511,128.80645759310391,854074.6023003192,Gas to Wind,Gas,Wind,669.2,1525372.43,597526963.0571874,596672888.4548872
3453,128.90815583722855,390559.24106991355,Gas to Wind,Gas,Wind,852.2,632847.13,597917522.2982574,597526963.0571874
56177,130.4713668750834,56135.769897822174,Gas to NGCC,Gas,NGCC,140.0,854366.0,597973658.0681552,597917522.2982574
50449,130.72664292577662,21203.401196925,Gas to Wind,Gas,Wind,56.599999999999994,41692.5,597994861.4693521,597973658.0681552
7314,131.3371795885608,96978.13702720478,Gas to NGCC,Gas,NGCC,170.0,270792.31,598091839.6063794,597994861.4693521
55210,131.4908697368423,572975.4361512205,Gas to Solar,Gas,Solar,287.0,1488127.8,598664815.0425307,598091839.6063794
50744,131.77054534328897,983.3038466228999,Gas to Wind,Gas,Wind,65.3,1529.94,598665798.3463773,598664815.0425307
55419,131.9866943100531,2714248.14789274,Gas to Wind,Gas,Wind,987.0,9844595.77,601380046.49427,598665798.3463773
2727,132.2957478145081,2629950.156817995,Gas to NGCC,Gas,NGCC,2119.0,7397214.42,604009996.651088,601380046.49427
10405,133.7898721322752,1371.8196298659,Gas to NGCC,Gas,NGCC,36.2,3902.07,604011368.4707179,604009996.651088
54131,134.85464586965952,34266.426335453696,Gas to Wind,Gas,Wind,65.7,50984.23,604045634.8970534,604011368.4707179
54324,134.95341350379414,489024.55312700395,Gas to Wind,Gas,Wind,254.2,731033.38,604534659.4501804,604045634.8970534
50450,136.14384140541236,16994.2909851,Gas to Wind,Gas,Wind,57.400000000000006,36060.0,604551653.7411655,604534659.4501804
51030,136.21792582938727,582561.0363617856,Gas to Wind,Gas,Wind,254.2,879019.21,605134214.7775273,604551653.7411655
